Player,Position,Class,Latest Team,Season,Destination Team,Date Entered
3B,JR,,,,,
Indiana State,,,,,,
2025,,,,,,
Missouri Western,,,,,,
6/3/2025,,,,,,
Casey Euper,,,,,,
P,FR,,,,,
UC Santa Barbara,,,,,,
2025,,,,,,
Pepperdine,,,,,,
6/3/2025,,,,,,
Luke Yuhasz,,,,,,
1B,JR,,,,,
Louisiana,,,,,,
2025,,,,,,
South Carolina,,,,,,
6/3/2025,,,,,,
Cooper McMullen,,,,,,
P,FR,,,,,
Georgia Tech,,,,,,
2025,,,,,,
Kennesaw State,,,,,,
6/3/2025,,,,,,
Scott Rienguette,,,,,,
P,JR,,,,,
Kansas State,,,,,,
2025,,,,,,
Washington State,,,,,,
6/3/2025,,,,,,
Damian Garcia,,,,,,
1B,FR,,,,,
Texas Southern,,,,,,
2025,,,,,,
New Mexico,,,,,,
6/3/2025,,,,,,
Charlie Carter,,,,,,
C,SO,,,,,
Oklahoma State,,,,,,
2025,,,,,,
Missouri State,,,,,,
6/3/2025,,,,,,
Nicholas April-Gath,,,,,,
SS,FR,,,,,
VCU,,,,,,
2025,,,,,,
Florida Southwestern State,,,,,,
6/3/2025,,,,,,
Amaan Khan,,,,,,
P,FR,,,,,
Saint Louis,,,,,,
2025,,,,,,
Parkland,,,,,,
6/3/2025,,,,,,
Brenden Stressler,,,,,,
RF,SO,,,,,
Saint Louis,,,,,,
2025,,,,,,
Michigan,,,,,,
6/3/2025,,,,,,
Joe Tiroly,,,,,,
2B,SO,,,,,
Rider,,,,,,
2025,,,,,,
Virginia,,,,,,
6/3/2025,,,,,,
Mikhai Grant,,,,,,
P,SO,,,,,
Mississippi State,,,,,,
2025,,,,,,
Kennesaw State,,,,,,
6/3/2025,,,,,,
Scott Campbell Jr.,,,,,,
RF,JR,,,,,
USC Upstate,,,,,,
2025,,,,,,
Kentucky,,,,,,
6/3/2025,,,,,,
Joshua Evans,,,,,,
LF,FR,,,,,
Georgia Tech,,,,,,
2025,,,,,,
Georgia State,,,,,,
6/3/2025,,,,,,
Daniel Arambula,,,,,,
3B,FR,,,,,
San Diego State,,,,,,
2025,,,,,,
Utah,,,,,,
6/3/2025,,,,,,
Masen Swan,,,,,,
P,FR,,,,,
UC Santa Barbara,,,,,,
2025,,,,,,
Cal State Fullerton,,,,,,
6/3/2025,,,,,,
Vincent Borghese,,,,,,
P,JR,,,,,
Central Connecticut,,,,,,
2025,,,,,,
Rutgers,,,,,,
6/3/2025,,,,,,
Drew Munn,,,,,,
P,JR,,,,,
Central Connecticut,,,,,,
2025,,,,,,
Charlotte,,,,,,
6/3/2025,,,,,,
Jayden Davis,,,,,,
2B,JR,,,,,
Vanderbilt,,,,,,
2025,,,,,,
Penn State,,,,,,
6/3/2025,,,,,,
Samuel Richardson,,,,,,
IF-OF,FR,,,,,
Texas,,,,,,
2025,,,,,,
Jacksonville State,,,,,,
6/3/2025,,,,,,
Ryan Jaros,,,,,,
3B,SO,,,,,
NC State,,,,,,
2025,,,,,,
Rutgers,,,,,,
6/3/2025,,,,,,
Ryan Wynn,,,,,,
SS,SO,,,,,
Wofford,,,,,,
2025,,,,,,
Georgia,,,,,,
6/3/2025,,,,,,
Jackson Logar,,,,,,
P,SO,,,,,
James Madison,,,,,,
2025,,,,,,
Mississippi State,,,,,,
6/3/2025,,,,,,
Ian White Jr.,,,,,,
P,FR,,,,,
East Carolina,,,,,,
2025,,,,,,
Indiana,,,,,,
6/3/2025,,,,,,
Donovan LaSalle,,,,,,
LF,SO,,,,,
Oklahoma State,,,,,,
2025,,,,,,
Louisiana,,,,,,
6/3/2025,,,,,,
Ethan McElvain,,,,,,
P,SO,,,,,
Vanderbilt,,,,,,
2025,,,,,,
Arkansas,,,,,,
6/3/2025,,,,,,
Davis Hamilton,,,,,,
3B,JR,,,,,
North Dakota State,,,,,,
2025,,,,,,
Minnesota,,,,,,
6/3/2025,,,,,,
Jake Schaffner,,,,,,
SS,SO,,,,,
North Dakota State,,,,,,
2025,,,,,,
North Carolina,,,,,,
6/3/2025,,,,,,
Isaiah Landry,,,,,,
CF,SO,,,,,
Alabama State,,,,,,
2025,,,,,,
San Francisco,,,,,,
6/3/2025,,,,,,
Owen Geiss,,,,,,
P,SO,,,,,
Long Beach State,,,,,,
2025,,,,,,
Tulane,,,,,,
6/3/2025,,,,,,
Jack Thompson,,,,,,
P,FR,,,,,
Valparaiso,,,,,,
2025,,,,,,
Concordia St. Paul,,,,,,
6/3/2025,,,,,,
Zach Todd,,,,,,
P,SO,,,,,
Dallas Baptist,,,,,,
2025,,,,,,
Pacific,,,,,,
6/3/2025,,,,,,
Ryder Garino,,,,,,
P,FR,,,,,
South Carolina,,,,,,
2025,,,,,,
NC State,,,,,,
6/3/2025,,,,,,
Patrick Morris,,,,,,
P,SR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
Arizona,,,,,,
6/3/2025,,,,,,
Roger Vergara,,,,,,
LF,JR,,,,,
East Carolina,,,,,,
2025,,,,,,
Jacksonville,,,,,,
6/3/2025,,,,,,
Lance Williams,,,,,,
P,FR,,,,,
East Carolina,,,,,,
2025,,,,,,
Maryland,,,,,,
6/3/2025,,,,,,
Easton Storey,,,,,,
P,SO,,,,,
Purdue,,,,,,
2025,,,,,,
USF,,,,,,
6/3/2025,,,,,,
LJ Mercurius,,,,,,
P,SO,,,,,
UNLV,,,,,,
2025,,,,,,
Oklahoma,,,,,,
6/3/2025,,,,,,
Will Magids,,,,,,
IF-OF,FR,,,,,
Texas Tech,,,,,,
2025,--,6/3/2025,,,,
Zach Hauser,,,,,,
P,JR,,,,,
Grand Canyon,,,,,,
2025,--,6/3/2025,,,,
Rex Pendergrass,,,,,,
IF,FR,,,,,
Middle Tennessee,,,,,,
2025,--,6/3/2025,,,,
Kailand Halstead,,,,,,
C,FR,,,,,
Oregon State,,,,,,
2025,--,6/3/2025,,,,
Nate Christman,,,,,,
P,FR,,,,,
Oregon,,,,,,
2025,--,6/3/2025,,,,
Ariston Veasey,,,,,,
P,SO,,,,,
Alabama,,,,,,
2025,,,,,,
Clemson,,,,,,
6/3/2025,,,,,,
Matt Heavner,,,,,,
3B,JR,,,,,
NC State,,,,,,
2025,--,6/3/2025,,,,
Trevor Fox,,,,,,
P-IF,JR,,,,,
San Diego State,,,,,,
2025,--,6/3/2025,,,,
Hudson Hart,,,,,,
P,JR,,,,,
Oral Roberts,,,,,,
2025,--,6/3/2025,,,,
Javier Vazquez,,,,,,
DH,FR,,,,,
Rice,,,,,,
2025,--,6/3/2025,,,,
Slater Wilcox,,,,,,
P,SO,,,,,
Eastern Illinois,,,,,,
2025,--,6/3/2025,,,,
Kyle Dobyns,,,,,,
P,SR,,,,,
Hawaii,,,,,,
2025,--,6/3/2025,,,,
Jack Waddingham,,,,,,
1B,FR,,,,,
Stetson,,,,,,
2025,--,6/3/2025,,,,
Kurt Felix,,,,,,
C,FR,,,,,
Cal Poly,,,,,,
2025,--,6/3/2025,,,,
Xander Zumwalt,,,,,,
OF,FR,,,,,
Queens (NC),,,,,,
2025,--,6/3/2025,,,,
David Vergel de Dios,,,,,,
C,FR,,,,,
Hawaii,,,,,,
2025,--,6/3/2025,,,,
Austin Puett,,,,,,
P,JR,,,,,
Long Beach State,,,,,,
2025,--,6/3/2025,,,,
Robinson Martin,,,,,,
IF,FR,,,,,
Tennessee,,,,,,
2025,--,6/3/2025,,,,
Jack Jones,,,,,,
IF,FR,,,,,
Tennessee,,,,,,
2025,--,6/3/2025,,,,
Nate Lopez,,,,,,
2B,FR,,,,,
Texas Southern,,,,,,
2025,--,6/3/2025,,,,
Nick Putnam,,,,,,
P,SO,,,,,
UC Santa Barbara,,,,,,
2025,--,6/3/2025,,,,
Blake Stenger,,,,,,
LF,SR,,,,,
Omaha,,,,,,
2025,--,6/3/2025,,,,
Tommy Martorano,,,,,,
P,FR,,,,,
Maine,,,,,,
2025,--,6/3/2025,,,,
Kristian Amaro,,,,,,
DH,SR,,,,,
North Carolina A&T,,,,,,
2025,--,6/3/2025,,,,
David Andrus,,,,,,
P,SO,,,,,
Pacific,,,,,,
2025,--,6/3/2025,,,,
Josh Quezada,,,,,,
2B,SO,,,,,
San Diego State,,,,,,
2025,--,6/3/2025,,,,
Matthew Holzhammer,,,,,,
P,SR,,,,,
Louisiana,,,,,,
2025,--,6/3/2025,,,,
Michael Siemer,,,,,,
DH,JR,,,,,
SIUE,,,,,,
2025,--,6/3/2025,,,,
Brody Swindle,,,,,,
P,JR,,,,,
Jacksonville State,,,,,,
2025,--,6/3/2025,,,,
Clifford Bussell,,,,,,
P,JR,,,,,
Dayton,,,,,,
2025,--,6/3/2025,,,,
AJ Walton,,,,,,
P,JR,,,,,
North Carolina A&T,,,,,,
2025,--,6/3/2025,,,,
Hayden Jones,,,,,,
IF,FR,,,,,
Middle Tennessee,,,,,,
2025,--,6/3/2025,,,,
Nolan Hardesty,,,,,,
P,FR,,,,,
Portland,,,,,,
2025,--,6/3/2025,,,,
Barrett Ronson,,,,,,
IF,FR,,,,,
Saint Mary's (CA),,,,,,
2025,--,6/3/2025,,,,
Melvin Blocker,,,,,,
IF,FR,,,,,
Wichita State,,,,,,
2025,--,6/3/2025,,,,
Cale Sudderth,,,,,,
P,FR,,,,,
Oklahoma State,,,,,,
2025,--,6/3/2025,,,,
Hunter Cook,,,,,,
P,FR,,,,,
Minnesota,,,,,,
2025,--,6/3/2025,,,,
Jodany Ofarril-Ortiz,,,,,,
SS,JR,,,,,
Mississippi Valley,,,,,,
2025,--,6/3/2025,,,,
Marshall Hale,,,,,,
DH,SO,,,,,
Sam Houston State,,,,,,
2025,--,6/3/2025,,,,
Stryder Salas,,,,,,
P,JR,,,,,
Saint Louis,,,,,,
2025,--,6/3/2025,,,,
Andrew Phillips,,,,,,
LF,FR,,,,,
South Dakota State,,,,,,
2025,--,6/3/2025,,,,
Dylan Venturini,,,,,,
P,SO,,,,,
Pittsburgh,,,,,,
2025,--,6/3/2025,,,,
Thomas Woodridge,,,,,,
IF,FR,,,,,
Wofford,,,,,,
2025,--,6/3/2025,,,,
Tyler Antwine,,,,,,
OF,FR,,,,,
Fresno State,,,,,,
2025,--,6/3/2025,,,,
Evan Tice,,,,,,
C,FR,,,,,
Mercyhurst,,,,,,
2025,--,6/3/2025,,,,
Mac Floyd,,,,,,
LF,FR,,,,,
Mississippi Valley,,,,,,
2025,--,6/3/2025,,,,
Tre Relliford,,,,,,
C,FR,,,,,
Mississippi Valley,,,,,,
2025,--,6/3/2025,,,,
Kevin Small,,,,,,
P,SR,,,,,
Long Island,,,,,,
2025,--,6/3/2025,,,,
Will Eldridge,,,,,,
P,JR,,,,,
Indiana,,,,,,
2025,--,6/3/2025,,,,
Derek Westfall,,,,,,
P,SO,,,,,
Queens (NC),,,,,,
2025,--,6/3/2025,,,,
Tanner Cullen,,,,,,
P,SO,,,,,
Queens (NC),,,,,,
2025,--,6/3/2025,,,,
Joe Richardson,,,,,,
P,SO,,,,,
Eastern Illinois,,,,,,
2025,--,6/3/2025,,,,
Ty Pangborn,,,,,,
P,JR,,,,,
Akron,,,,,,
2025,--,6/3/2025,,,,
Isaiah Garnica,,,,,,
2B,JR,,,,,
Stephen F. Austin,,,,,,
2025,--,6/3/2025,,,,
Mason Beno,,,,,,
P,FR,,,,,
South Alabama,,,,,,
2025,--,6/3/2025,,,,
Logan Plasencia,,,,,,
P,SO,,,,,
Bellarmine,,,,,,
2025,--,6/3/2025,,,,
David Barker,,,,,,
P,FR,,,,,
Arkansas State,,,,,,
2025,--,6/3/2025,,,,
Michael Barker,,,,,,
P,FR,,,,,
Arkansas State,,,,,,
2025,--,6/3/2025,,,,
Dylan Shaffer,,,,,,
P,FR,,,,,
Maine,,,,,,
2025,--,6/3/2025,,,,
J'Shawn Unger,,,,,,
P,FR,,,,,
Nebraska,,,,,,
2025,--,6/3/2025,,,,
Aiden Lieser,,,,,,
P,FR,,,,,
Nebraska,,,,,,
2025,--,6/3/2025,,,,
Jack McDonald,,,,,,
P,FR,,,,,
Radford,,,,,,
2025,--,6/3/2025,,,,
William Greenway,,,,,,
P,FR,,,,,
UNC Greensboro,,,,,,
2025,--,6/3/2025,,,,
Kennen Lewis,,,,,,
2B,FR,,,,,
VMI,,,,,,
2025,--,6/3/2025,,,,
Blaine Lucas,,,,,,
1B,FR,,,,,
Louisiana,,,,,,
2025,--,6/3/2025,,,,
Aidan Corn,,,,,,
DH,FR,,,,,
FGCU,,,,,,
2025,,,,,,
Embry-Riddle,,,,,,
6/2/2025,,,,,,
Louis D'Alessio,,,,,,
OF,FR,,,,,
UAB,,,,,,
2025,,,,,,
Saint Peter's,,,,,,
6/2/2025,,,,,,
Dylan Hummel,,,,,,
SS,JR,,,,,
Stephen F. Austin,,,,,,
2025,,,,,,
Mississippi Valley,,,,,,
6/2/2025,,,,,,
Colin Carver,,,,,,
P,SO,,,,,
Marist,,,,,,
2025,,,,,,
St. Joseph (CT),,,,,,
6/2/2025,,,,,,
Hugh Hill,,,,,,
P,FR,,,,,
Richmond,,,,,,
2025,,,,,,
Hendrix,,,,,,
6/2/2025,,,,,,
Ty Boze,,,,,,
3B,SO,,,,,
Alcorn State,,,,,,
2025,,,,,,
Chowan,,,,,,
6/2/2025,,,,,,
Bode Poler,,,,,,
IF,FR,,,,,
Gonzaga,,,,,,
2025,,,,,,
Chaminade,,,,,,
6/2/2025,,,,,,
Park Roeder,,,,,,
P,JR,,,,,
Coppin State,,,,,,
2025,,,,,,
Mississippi Valley,,,,,,
6/2/2025,,,,,,
Jaden Ovalles,,,,,,
P,FR,,,,,
Saint Joseph's,,,,,,
2025,,,,,,
Tampa,,,,,,
6/2/2025,,,,,,
Will Lafferty,,,,,,
UT,FR,,,,,
Marshall,,,,,,
2025,,,,,,
Winthrop,,,,,,
6/2/2025,,,,,,
Anthony Pardo,,,,,,
P,FR,,,,,
Illinois State,,,,,,
2025,,,,,,
North Dakota State,,,,,,
6/2/2025,,,,,,
Brayden Mulkey,,,,,,
OF,FR,,,,,
Baylor,,,,,,
2025,,,,,,
Navarro,,,,,,
6/2/2025,,,,,,
Jacob Fields,,,,,,
P,SO,,,,,
Presbyterian,,,,,,
2025,,,,,,
North Carolina A&T,,,,,,
6/2/2025,,,,,,
Marco Levari,,,,,,
P,SO,,,,,
Old Dominion,,,,,,
2025,,,,,,
La Salle,,,,,,
6/2/2025,,,,,,
Matt Murtagh,,,,,,
P,JR,,,,,
North Carolina A&T,,,,,,
2025,,,,,,
Siena,,,,,,
6/2/2025,,,,,,
Dominic Brassesco,,,,,,
P,JR,,,,,
San Jose State,,,,,,
2025,,,,,,
CSU Dominguez Hills,,,,,,
6/2/2025,,,,,,
Luka Gilliam,,,,,,
RF,FR,,,,,
UMES,,,,,,
2025,,,,,,
Virginia State,,,,,,
6/2/2025,,,,,,
Bruce Wadiak,,,,,,
P,SO,,,,,
Iona,,,,,,
2025,,,,,,
La Salle,,,,,,
6/2/2025,,,,,,
Mikey Rodriguez,,,,,,
LF,JR,,,,,
Mount St. Mary's,,,,,,
2025,,,,,,
Christian Brothers,,,,,,
6/2/2025,,,,,,
Nick Coppola,,,,,,
P,FR,,,,,
Marist,,,,,,
2025,,,,,,
Hartford,,,,,,
6/2/2025,,,,,,
Simon Bargo,,,,,,
P,SO,,,,,
Ohio State,,,,,,
2025,,,,,,
Charleston,,,,,,
6/2/2025,,,,,,
Caden Goodwin,,,,,,
P,JR,,,,,
Saint Peter's,,,,,,
2025,,,,,,
Fairmont State,,,,,,
6/2/2025,,,,,,
Aaron Platner,,,,,,
P,JR,,,,,
Northern Colorado,,,,,,
2025,,,,,,
Western Oregon,,,,,,
6/2/2025,,,,,,
Lance Mittelman,,,,,,
P,FR,,,,,
Saint Peter's,,,,,,
2025,,,,,,
Central Washington,,,,,,
6/2/2025,,,,,,
José Vasquez,,,,,,
OF,FR,,,,,
Rice,,,,,,
2025,,,,,,
Arkansas-Pine Bluff,,,,,,
6/2/2025,,,,,,
Kaden Petersen,,,,,,
LF,JR,,,,,
Pacific,,,,,,
2025,,,,,,
Westmont,,,,,,
6/2/2025,,,,,,
Cody Heselton,,,,,,
P,FR,,,,,
Marist,,,,,,
2025,,,,,,
Southern Connecticut State,,,,,,
6/2/2025,,,,,,
Ryan Perez,,,,,,
LF,SO,,,,,
Coastal Carolina,,,,,,
2025,,,,,,
La Salle,,,,,,
6/2/2025,,,,,,
Cade Drohan,,,,,,
P,JR,,,,,
Virginia Tech,,,,,,
2025,,,,,,
Tampa,,,,,,
6/2/2025,,,,,,
Ethan Walker,,,,,,
OF,SO,,,,,
North Alabama,,,,,,
2025,,,,,,
Prairie View,,,,,,
6/2/2025,,,,,,
Joey Lopez III,,,,,,
P,SO,,,,,
Arkansas State,,,,,,
2025,,,,,,
West Texas A&M,,,,,,
6/2/2025,,,,,,
Luke Coll,,,,,,
P,SO,,,,,
Appalachian State,,,,,,
2025,,,,,,
Davenport,,,,,,
6/2/2025,,,,,,
Jacob Ruiz,,,,,,
P,SO,,,,,
St. John's,,,,,,
2025,,,,,,
Dominican (NY),,,,,,
6/2/2025,,,,,,
Cole Hubka,,,,,,
IF,FR,,,,,
Texas A&M-Corpus Christi,,,,,,
2025,,,,,,
Linfield,,,,,,
6/2/2025,,,,,,
Gill Dolan,,,,,,
2B,FR,,,,,
UMass,,,,,,
2025,,,,,,
Post,,,,,,
6/2/2025,,,,,,
Ethan Henry,,,,,,
P,SO,,,,,
Oakland,,,,,,
2025,,,,,,
St. Cloud State,,,,,,
6/2/2025,,,,,,
Cam Martindale,,,,,,
P,JR,,,,,
Saint Peter's,,,,,,
2025,,,,,,
Central Washington,,,,,,
6/2/2025,,,,,,
Cortland Clarke,,,,,,
P,JR,,,,,
FGCU,,,,,,
2025,,,,,,
New Orleans,,,,,,
6/2/2025,,,,,,
Jake Cumming,,,,,,
P,SO,,,,,
Nevada,,,,,,
2025,,,,,,
Coppin State,,,,,,
6/2/2025,,,,,,
Dawson Hargrove,,,,,,
P,SR,,,,,
Arkansas State,,,,,,
2025,,,,,,
Southern Illinois,,,,,,
6/2/2025,,,,,,
Kylen Watson,,,,,,
OF,FR,,,,,
Coastal Carolina,,,,,,
2025,,,,,,
Southern Illinois,,,,,,
6/2/2025,,,,,,
Joe Connolly,,,,,,
CF,FR,,,,,
Saint Louis,,,,,,
2025,,,,,,
Western Illinois,,,,,,
6/2/2025,,,,,,
Garrett Thiele,,,,,,
P,JR,,,,,
Arkansas State,,,,,,
2025,,,,,,
St. Edwards,,,,,,
6/2/2025,,,,,,
Seth Christmas,,,,,,
C,JR,,,,,
Liberty,,,,,,
2025,,,,,,
Lenoir-Rhyne,,,,,,
6/2/2025,,,,,,
Drew Beard Jr.,,,,,,
UT,FR,,,,,
James Madison,,,,,,
2025,,,,,,
Lenoir CC,,,,,,
6/2/2025,,,,,,
Hayden Hall,,,,,,
P,JR,,,,,
Cal State Northridge,,,,,,
2025,,,,,,
CSU Monterey Bay,,,,,,
6/2/2025,,,,,,
Connor Lee,,,,,,
P,JR,,,,,
Bellarmine,,,,,,
2025,,,,,,
Barton College,,,,,,
6/2/2025,,,,,,
Evan McCoach,,,,,,
OF,FR,,,,,
Rutgers,,,,,,
2025,,,,,,
Rowan,,,,,,
6/2/2025,,,,,,
Branton Dickey,,,,,,
P,FR,,,,,
San Diego,,,,,,
2025,,,,,,
Cedarville,,,,,,
6/2/2025,,,,,,
Adonis Smith,,,,,,
P,FR,,,,,
Kennesaw State,,,,,,
2025,,,,,,
Clark Atlanta,,,,,,
6/2/2025,,,,,,
Jace Behnke,,,,,,
P,JR,,,,,
Grand Canyon,,,,,,
2025,,,,,,
Edgewood,,,,,,
6/2/2025,,,,,,
Jake Harring,,,,,,
2B,FR,,,,,
Hofstra,,,,,,
2025,,,,,,
Salve Regina,,,,,,
6/2/2025,,,,,,
Reece Tarini,,,,,,
P,SO,,,,,
Louisiana Tech,,,,,,
2025,,,,,,
Ouachita Baptist,,,,,,
6/2/2025,,,,,,
Hunter Lutman,,,,,,
P,SO,,,,,
Utah Valley,,,,,,
2025,,,,,,
Western Oregon,,,,,,
6/2/2025,,,,,,
Bryce Curry,,,,,,
DH,JR,,,,,
Hofstra,,,,,,
2025,,,,,,
Felician,,,,,,
6/2/2025,,,,,,
Cruz Garcia,,,,,,
C,SO,,,,,
Abilene Christian,,,,,,
2025,,,,,,
UT Permian Basin,,,,,,
6/2/2025,,,,,,
Ryan Brown,,,,,,
P,FR,,,,,
Mount St. Mary's,,,,,,
2025,,,,,,
La Salle,,,,,,
6/2/2025,,,,,,
Michael Ciavolella,,,,,,
OF,FR,,,,,
Eastern Michigan,,,,,,
2025,,,,,,
Marietta,,,,,,
6/2/2025,,,,,,
Lucas Riley,,,,,,
P,FR,,,,,
Merrimack,,,,,,
2025,,,,,,
UMass Boston,,,,,,
6/2/2025,,,,,,
Dylan Kennedy-Fujah,,,,,,
OF,FR,,,,,
St. John's,,,,,,
2025,,,,,,
UMass Boston,,,,,,
6/2/2025,,,,,,
Kamaehu Sanchez,,,,,,
C,SR,,,,,
Saint Louis,,,,,,
2025,,,,,,
Hawaii,,,,,,
6/2/2025,,,,,,
Brady LeJeune-DeAcutis,,,,,,
P,SR,,,,,
Omaha,,,,,,
2025,,,,,,
UMBC,,,,,,
6/2/2025,,,,,,
Bailey Goss,,,,,,
P,FR,,,,,
Maine,,,,,,
2025,,,,,,
Southern Connecticut State,,,,,,
6/2/2025,,,,,,
Lorenzo Bailey,,,,,,
P,SO,,,,,
Arkansas-Pine Bluff,,,,,,
2025,,,,,,
Tuskegee,,,,,,
6/2/2025,,,,,,
Zander Buchan,,,,,,
C,JR,,,,,
Jacksonville State,,,,,,
2025,,,,,,
Francis Marion,,,,,,
6/2/2025,,,,,,
Ryder Wagenknecht,,,,,,
P,JR,,,,,
Gardner-Webb,,,,,,
2025,,,,,,
Concord,,,,,,
6/2/2025,,,,,,
Ajani Lyons,,,,,,
IF,SO,,,,,
Grambling,,,,,,
2025,,,,,,
Miles,,,,,,
6/2/2025,,,,,,
Troy Shepard,,,,,,
P,JR,,,,,
Washington State,,,,,,
2025,,,,,,
Southern Illinois,,,,,,
6/2/2025,,,,,,
Deshon Middleton,,,,,,
IF,FR,,,,,
Grambling,,,,,,
2025,,,,,,
Prairie View,,,,,,
6/2/2025,,,,,,
Ian Huang,,,,,,
DH,FR,,,,,
Niagara,,,,,,
2025,,,,,,
Saint Peter's,,,,,,
6/2/2025,,,,,,
Wilson Kruse,,,,,,
P,FR,,,,,
Xavier,,,,,,
2025,,,,,,
St. Edwards,,,,,,
6/2/2025,,,,,,
Alex Angelidis,,,,,,
P,SO,,,,,
Merrimack,,,,,,
2025,,,,,,
Saint Peter's,,,,,,
6/2/2025,,,,,,
Chase Fogg,,,,,,
CF,SO,,,,,
Queens (NC),,,,,,
2025,,,,,,
Saint Peter's,,,,,,
6/2/2025,,,,,,
Chase Fogg,,,,,,
CF,SO,,,,,
Queens (NC),,,,,,
2025,,,,,,
Saint Peter's,,,,,,
6/2/2025,,,,,,
Alessandro Volpe,,,,,,
OF,SO,,,,,
Lindenwood,,,,,,
2025,,,,,,
Saint Peter's,,,,,,
6/2/2025,,,,,,
Cole Vida,,,,,,
P,JR,,,,,
Fairleigh Dickinson,,,,,,
2025,,,,,,
Jefferson,,,,,,
6/2/2025,,,,,,
Antonio Dominici,,,,,,
IF,FR,,,,,
Saint Joseph's,,,,,,
2025,,,,,,
Jefferson,,,,,,
6/2/2025,,,,,,
Danny Infante,,,,,,
C,SR,,,,,
Eastern Illinois,,,,,,
2025,,,,,,
Manhattan,,,,,,
6/2/2025,,,,,,
Hayden Jung-Goldberg,,,,,,
LF,SO,,,,,
Santa Clara,,,,,,
2025,,,,,,
Manhattan,,,,,,
6/2/2025,,,,,,
Owen Schexnaydre,,,,,,
P,JR,,,,,
Louisiana Tech,,,,,,
2025,,,,,,
Nicholls,,,,,,
6/2/2025,,,,,,
Alex Primeau,,,,,,
P,FR,,,,,
Maine,,,,,,
2025,,,,,,
Southern New Hampshire,,,,,,
6/2/2025,,,,,,
Andrew Ravelo,,,,,,
P,JR,,,,,
Wagner,,,,,,
2025,,,,,,
Lynn,,,,,,
6/2/2025,,,,,,
Caden Byers,,,,,,
P,JR,,,,,
UNLV,,,,,,
2025,,,,,,
Vanguard,,,,,,
6/2/2025,,,,,,
Michael Quick,,,,,,
DH,JR,,,,,
Southern Illinois,,,,,,
2025,,,,,,
Bradley,,,,,,
6/2/2025,,,,,,
Holt Gibson,,,,,,
P,JR,,,,,
Tarleton State,,,,,,
2025,,,,,,
Lubbock Christian,,,,,,
6/2/2025,,,,,,
Aaron Rubio,,,,,,
P,SO,,,,,
Southern Indiana,,,,,,
2025,,,,,,
Lubbock Christian,,,,,,
6/2/2025,,,,,,
Tephen Montgomery,,,,,,
P,JR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
Georgia Southwestern,,,,,,
6/2/2025,,,,,,
Atticus Huffstutler,,,,,,
C,FR,,,,,
Michigan State,,,,,,
2025,,,,,,
Akron,,,,,,
6/2/2025,,,,,,
Brennan Baker,,,,,,
P,SO,,,,,
North Florida,,,,,,
2025,,,,,,
Newberry,,,,,,
6/2/2025,,,,,,
Emilio Gonzalez,,,,,,
DH,SO,,,,,
Florida Atlantic,,,,,,
2025,,,,,,
Nova Southeastern,,,,,,
6/2/2025,,,,,,
Tanner Mueller,,,,,,
P,JR,,,,,
Western Kentucky,,,,,,
2025,,,,,,
Missouri Western,,,,,,
6/2/2025,,,,,,
Chris Esquivel,,,,,,
2B,JR,,,,,
Saint Mary's (CA),,,,,,
2025,,,,,,
Catholic,,,,,,
6/2/2025,,,,,,
Evan Blake,,,,,,
2B,SO,,,,,
Bryant,,,,,,
2025,,,,,,
Franklin Pierce,,,,,,
6/2/2025,,,,,,
Colin Richter,,,,,,
OF,FR,,,,,
James Madison,,,,,,
2025,,,,,,
Monmouth,,,,,,
6/2/2025,,,,,,
Noah Matheny,,,,,,
P,JR,,,,,
Michigan State,,,,,,
2025,,,,,,
St. Cloud State,,,,,,
6/2/2025,,,,,,
Eamonn Mulhern,,,,,,
P,JR,,,,,
Milwaukee,,,,,,
2025,,,,,,
St. Cloud State,,,,,,
6/2/2025,,,,,,
Cam Hill,,,,,,
CF,JR,,,,,
Illinois State,,,,,,
2025,,,,,,
Ohio,,,,,,
6/2/2025,,,,,,
Franklin Gomez Jr.,,,,,,
DH,JR,,,,,
Fairleigh Dickinson,,,,,,
2025,,,,,,
Point Park,,,,,,
6/2/2025,,,,,,
Corey Berry II,,,,,,
2B,SO,,,,,
Kennesaw State,,,,,,
2025,,,,,,
Columbus State,,,,,,
6/2/2025,,,,,,
Michael Cruz,,,,,,
DH,JR,,,,,
UNLV,,,,,,
2025,,,,,,
Nevada,,,,,,
6/2/2025,,,,,,
Sam Larson,,,,,,
P,SO,,,,,
Denison,,,,,,
2025,,,,,,
Tulane,,,,,,
6/2/2025,,,,,,
Cayden Gaskin,,,,,,
CF,JR,,,,,
South Carolina,,,,,,
2025,,,,,,
UCF,,,,,,
6/2/2025,,,,,,
Gavin Gilmore,,,,,,
OF,SO,,,,,
Barton College,,,,,,
2025,,,,,,
Butler,,,,,,
6/2/2025,,,,,,
Jack O'Malley,,,,,,
P,SO,,,,,
Bucknell,,,,,,
2025,,,,,,
San Jose State,,,,,,
6/2/2025,,,,,,
Noah LaFine,,,,,,
P,FR,,,,,
Ohio State,,,,,,
2025,,,,,,
VMI,,,,,,
6/2/2025,,,,,,
Luke Ridley,,,,,,
P,JR,,,,,
Old Dominion,,,,,,
2025,,,,,,
West Georgia,,,,,,
6/2/2025,,,,,,
Bradley Gilbert,,,,,,
P,FR,,,,,
Washington,,,,,,
